Estado de contrato;Poder adjudicador;Entidad impulsora;Código de contrato;Título;Tipo de contrato;Adjudicatario;Importe de adjudicación con IVA;Fecha de formalización
Ejecución;EJIE, S.A. - Sociedad Informática del Gobierno Vasco;EJIE-Sociedad Informática del Gobierno Vasco;092/2015181_00000000000000000000001;Contratación del mantenimiento de equipamiento de seguridad de comunicaciones (detección y prevención de intrusiones) 2016. EXPEDIENTE PREPARADO EXCLUSIVAMENTE PARA LICITACIÓN ELECTRÓNICA.;Servicios;GRUPO S21SEC GESTIÓN, S.A.;124515;11/01/2016
Ejecución;ITELAZPI, S.A.;ITELAZPI, S.A.;015.SO.2015200_00000000000000000000001;015.SO.2015: Asistencia jurídica para la defensa de ITELAZPI, S.A. en casación ante el Tribunal de Justicia de la UE en el asunto T-462/13;Servicios;J & A GARRIGUES;72600;11/01/2016
Ejecución;Gobierno Vasco;Agencia Vasca del Agua;URA/001M/2016340_00000000000000000000001;EQUIPAMIENTO NECESARIO PARA EL LABORATORIO DEL EDIFICIO BIZKAIA ¿ OFICINA DE LAS CUENCAS CANTÁBRICAS OCCIDENTALES;Suministros;VERONA, S.L.;5761;11/01/2016
Ejecución;Gobierno Vasco;Agencia Vasca del Agua;URA/053/2015340_00000000000000000000001;REALIZACIÓN DE UN TRAMO DE LA CONDUCCIÓN DE CONEXIÓN DE SANEAMIENTO ENTRE LOS MUNICIPIOS DE ERMUA-MALLABIA: TRAMO A42-A43;Obras;CONSTRUCCIONES Y EXCAVACIONES ZIZURKIL, S.L.;60064;11/01/2016
Ejecución;Gobierno Vasco;Instituto de la Memoria, la Convivencia y los Derechos Humanos ;GOGORA 2016-13445_00000000000000000000001;Mobiliario diverso;Suministros;MONTTE, S.L.;10156;11/01/2016
Ejecución;LANBIDE, Servicio Vasco de Empleo;Lanbide;RESOL.LAN/R-017/2016250_00000000000000000000001;COMPRA DE UN COJÍN ERGONÓMICO PARA SSCC DE VITORIA;Suministros;PENTER COMERCIAL, S.A.;50;08/01/2016
Finalización;Ayuntamiento de Eibar;Ayuntamiento de Eibar;53/2016179_00000000000000000000001;"Representación de la obra de teatro ""Pancreas"" el 8 de Marzo en el Teatro Coliseo";Servicios;Concha Busto Producciones y Distribuciones SL;8470;08/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;BG 16.02-01328_00000000000000000000001;1570A02S7A IMPARTICIÓN ACTIVIDAD FORMATIVA;Servicios;ASOCIACIÓN MATIZ;150;08/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;BG 16.02-02328_00000000000000000000001;1570B09C02 IMPARTICIÓN ACTIVIDAD FORMATIVA;Servicios;LECTURA FÁCIL EUSKADI-IRAKURKETA ERRAZA S.L.U.;810;08/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;KEE-2016-1328_00000000000000000000001;ADAPTACIÓN DE LA APLICACIÓN INFORMÁTICA KIROLESKOLA (Q92) A LA NUEVA ORDEN ECD/158/2014 (ECD/158/2014: Orden del Ministerio de Educación, Cultura y Deporte que regula los aspectos curriculares, los requisitos generales y los efectos de las actividades de;Servicios;BILBOMÁTICA, S.A.;11555;08/01/2016
Finalización;Ayuntamiento de Eibar;Ayuntamiento de Eibar;58/2016179_00000000000000000000001;"Representación de la obra de teatro ""Buena Gente""  16 de Febrero en el Teatro  Coliseo";Servicios;Producciones Teatrales Contemporaneas SL;13310;08/01/2016
Finalización;Ayuntamiento de Eibar;Ayuntamiento de Eibar;54/2016179_00000000000000000000001;"Representación de la obra de teatro "" Amour "" el 16 de Enero en el Teatro Coliseo";Servicios;T( Arte) an  Zerbitzuak SL;4290;08/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;KS-2016-DAN/006328_00000000000000000000001;Recopilación de monografías, publicaciones y dossieres de creadores y compañías de danza.;Servicios;FUNDACIÓN ERESBIL- ARCHIVO MUSICAL VASCO;12610;08/01/2016
Ejecución;Gobierno Vasco;Hacienda y Finanzas;KM/2016/033/AURREK327_00000000000000000000001;Mantenimiento preventivo de grupos electrógenoa de Lakua, Samaniego y Archivo de Gamarra;Servicios;ELECTRICIDAD ARGUI, SL;6415;08/01/2016
Ejecución;Gobierno Vasco;Empleo y Políticas Sociales;A-022/DEPS2015326_00000000000000000000004;la atención al colectivo Lesbianas, Gays, Transexuales y Bisexuales, y las personas allegadas en asuntos relacionados con la orientación sexual y la identidad de género en la CAPV;Servicios;GEHITU Asociación de gays, lesbianas, bisexuales y transexuales del País Vasco;52500;08/01/2016
Ejecución;Gobierno Vasco;Empleo y Políticas Sociales;A-022/DEPS2015326_00000000000000000000001;la atención al colectivo Lesbianas, Gays, Transexuales y Bisexuales, y las personas allegadas en asuntos relacionados con la orientación sexual y la identidad de género en la CAPV;Servicios;ALDARTE, Centro de atención a Gays, Lesbianas y Transexuales;105000;08/01/2016
Ejecución;Gobierno Vasco;Empleo y Políticas Sociales;A-022/DEPS2015326_00000000000000000000002;la atención al colectivo Lesbianas, Gays, Transexuales y Bisexuales, y las personas allegadas en asuntos relacionados con la orientación sexual y la identidad de género en la CAPV;Servicios;ASOCIACION GUZTIOK;140000;08/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;KS-2016-DAN/008328_00000000000000000000001;Trabajos de traqueado y edición del material audiovisual de la danza tradicional.;Servicios;Dantzan.com Dantza Elkartea;17300;08/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;CM/15/A0042.1328_00000000000000000000001;Servicio de Transporte Escolar (Taxi);Servicios;Alfredo Pérez de Onraita Mendia;10692;07/01/2016
Ejecución;Sociedad Pública de Gestión Ambiental, IHOBE, S.A.;IHOBE, S.A.;984425_00000000000000000000001;Trabajos de pintura y señalización en 10 senderos de Urdaibai;Servicios;SERVICIOS AGROFORESTALES EURIA, S.L.;68732;07/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;CM/15/A0085.1328_00000000000000000000001;Servicio de Transporte Escolar (Autobús);Servicios;AUTOBUSES BETOÑO, S.L.;15721;07/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;CM/15/B9984.1328_00000000000000000000001;Servicio de Transporte Escolar (Autobús);Servicios;AUTOBUSES ONIEVA, S.L.;19800;07/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;CM/15/B5508.1328_00000000000000000000001;Servicio de Transporte Escolar (Taxi);Servicios;José Carlos Etxebarria Ariño;5974;07/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;TRANSPORTE UTE B-ENE/JUN 2016-T1328_00000000000000000000001;NECESIDADES DE TRANSPORTE DEL ALUMNADO DE LA UNIDAD TERAPEÚTICO-EDUCATIVA DE BIZKAIA-ENE/JUN 2016-T1;Servicios;ASOCIACIÓN DE TAXIS PARA EMPRESAS Y PARTICULARES ENEKOI;10570;07/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;TRANSPORTE UTE B-ENE/JUN 2016-T3328_00000000000000000000001;NECESIDADES DE TRANSPORTE DE LA UNIDAD TERAPEÚTICO-EDUCATIVA DE BIZKAIA-ENE/JUN 2016-T3;Servicios;ASOCIACIÓN DE TAXIS PARA EMPRESAS Y PARTICULARES ENEKOI;13440;07/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;TRANSPORTE UTE B-ENE/JUN 2016-T4328_00000000000000000000001;NECESIDADES DE TRANSPORTE DEL ALUMNADO DE LA UNIDAD TERAPEÚTICO-EDUCATIVA DE BIZKAIA-ENE/JUN 2016-T4;Servicios;ASOCIACIÓN DE TAXIS PARA EMPRESAS Y PARTICULARES ENEKOI;8823;07/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;CM/16/A0169.1328_00000000000000000000001;Servicio de Transporte Escolar (Taxi);Servicios;Ander Catalán Alonso;4039;07/01/2016
Ejecución;LANBIDE, Servicio Vasco de Empleo;Lanbide;RESOL.LAN/R-024/2016250_00000000000000000000001;CABLE ALIMENTACIÓN DE ORDENADOR PARA OFICINA LANBIDE ELGOIBAR;Suministros;ON INFORMÁTICA;3;07/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;TRANSPORTE UTE B-ENE/JUN 2016-T6328_00000000000000000000001;NECESIDADES DE TRANSPORTE DEL ALUMNADO DE LA UNIDAD TERAPEÚTICO-EDUCATIVA DE BIZKAIA-ENE/JUN 2016-T6;Servicios;ASOCIACIÓN DE TAXIS PARA EMPRESAS Y PARTICULARES ENEKOI;6079;07/01/2016
Ejecución;LANBIDE, Servicio Vasco de Empleo;Lanbide;RESOL.LAN/R-016/2016250_00000000000000000000001;TRABAJO REALIZADO EN LA RED DE DISTRIBUCIÓN Y EN LA RED SUBTERRANEA DE BAJA TENSIÓN PARA EL ENTROQUE DE LAS INSTALACIÓN DEL SUMINISTRO COMPLEMENTARIO EN SSCC VITORIA;Servicios;IBERDROLA DISTRIBUCIÓN ELÉCTRICA;3198;07/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;CM/15/B9921.1328_00000000000000000000001;Servicio de Transporte Escolar (Autobús);Servicios;EXCURSIONES TUÑEZ SANCHEZ, S.L.;15721;07/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;CM/15/B9985.1328_00000000000000000000001;Servicio de Transporte Escolar (Autobús);Servicios;AUTOCARES DE ZALLA, S.L.;15721;07/01/2016
Ejecución;LANBIDE, Servicio Vasco de Empleo;Lanbide;LAN/A-40/2015250_00000000000000000000001;Acuerdo de nivel de servicio para la evolución y operación de negocio de los sistemas de gestión de la formación para el empleo y el sistema común de centros y usuarios;Servicios;INFORMÁTICA DE EUSKADI, S.L.;359370;07/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;TRANSPORTE UTE B-ENE/JUN 2016-T7328_00000000000000000000001;NECESIDADES DE TRANSPORTE DEL ALUMNADO DE LA UNIDAD TERAPEÚTICO-EDUCATIVA DE BIZKAIA-ENE/JUN 2016-T7;Servicios;ASOCIACIÓN DE TAXIS PARA EMPRESAS Y PARTICULARES ENEKOI;15561;07/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;TRANSPORTE UTE B-ENE/JUN 2016-T8328_00000000000000000000001;NECESIDADES DE TRANSPORTE DEL ALUMNADO DE LA UNIDAD TERAPEÚTICO-EDUCATIVA DE BIZKAIA-ENE/JUN 2016-T8;Servicios;ASOCIACIÓN DE TAXIS PARA EMPRESAS Y PARTICULARES ENEKOI;16809;07/01/2016
Ejecución;EJIE, S.A. - Sociedad Informática del Gobierno Vasco;EJIE-Sociedad Informática del Gobierno Vasco;085/2015181_00000000000000000000001;Contratación de los servicios de mantenimiento de equipos de comunicaciones (servicio internet) 2016. EXPEDIENTE PREPARADO EXCLUSIVAMENTE PARA LICITACIÓN ELECTRÓNICA.;Servicios;NEXTEL, S.A.;82958;07/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;TRANSPORTE UTE B-ENE/JUN 2016-T2328_00000000000000000000001;NECESIDADES DE TRANSPORTE DEL ALUMNADO DE LA UNIDAD TERAPEÚTICO-EDUCATIVA DE BIZKAIA-ENE/JUN 2016-T2;Servicios;ASOCIACIÓN DE TAXIS PARA EMPRESAS Y PARTICULARES ENEKOI;11693;07/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;TRANSPORTE UTE B-ENE/JUN 2016-T5328_00000000000000000000001;NECESIDADES DE TRANSPORTE DEL ALUMNADO DE LA UNIDAD TERAPEÚTICO-EDUCATIVA DE BIZKAIA-ENE/JUN 2016-T5;Servicios;ASOCIACIÓN DE TAXIS PARA EMPRESAS Y PARTICULARES ENEKOI;8823;07/01/2016
Ejecución;EJIE, S.A. - Sociedad Informática del Gobierno Vasco;EJIE-Sociedad Informática del Gobierno Vasco;083/2015181_00000000000000000000001;Contratación de los suministros para la ampliación VTL Backup DataDomain y servicios asociados. EXPEDIENTE PREPARADO EXCLUSIVAMENTE PARA LICITACIÓN ELECTRÓNICA.;Suministros;INTERNACIONAL PERIFERICOS Y MEMORIAS ESPAÑA, S.L.U.;253592;07/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;CM/15/B4703.1328_00000000000000000000001;Servicio de Transporte Escolar (Taxi);Servicios;ARRASATE IZAGUIRRE, CARLOS;3266;07/01/2016
Finalización;Ayuntamiento de Eibar;Ayuntamiento de Eibar;239/2016179_00000000000000000000001;"Servicio de representación del pasacalles ""White Dreams"" en la Cabalgata de Reyes 2016";Servicios;Globaleventus Producciones SL;7974;05/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;RJS-01-16328_00000000000000000000001;MAQUETACIÓN DE LOS NÚMEROS DEL BOLETÍN -TANTTAKA- (Boletín digital impulsado por la Unidad administrativa de Igualdad del Departamento de Educación, Política Lingüística y Cultura);Servicios;PUBLIDISTRITO COMUNICACIÓN, S.L.;3630;05/01/2016
Ejecución;Gobierno Vasco;Empleo y Políticas Sociales;A-022/DEPS2015326_00000000000000000000003;la atención al colectivo Lesbianas, Gays, Transexuales y Bisexuales, y las personas allegadas en asuntos relacionados con la orientación sexual y la identidad de género en la CAPV;Servicios;ASOCIACIÓN ERRESPETUZ;52500;05/01/2016
Ejecución;Gobierno Vasco;Salud;CM 064/2016330_00000000000000000000001;Suministro de tarjetas sanitarias;Suministros;INTAREMIT, S.A.;21759;04/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;KIROLAK 2016/003328_00000000000000000000001;INFORME SOBRE LA PRESENCIA Y TRATAMIENTO DEL DEPORTE FEMENINO EN LOS MEDIOS DE COMUNICACIÓN;Servicios;ASESORES DE PRENSA, IMAGEN Y COMUNICACIÓN, SL (ASPIC);19360;04/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;180-1/16334_00000000000000000000001;Impartición Módulo Atención ante emergencias XXV Promoción;Servicios;CARMELO ALONSO SEGURADO;3360;04/01/2016
Ejecución;LANBIDE, Servicio Vasco de Empleo;Lanbide;RESOL.LAN/R-008/2016250_00000000000000000000001;REPARACIONES VARIAS EN EDIFICIO DE LA OFICINA DE LLODIO;Servicios;COMUNIDAD DE PROPIETARIOS IZORIA-2 LLODIO;10;04/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;B-059/10-adif.1328_00000000000000000000001;Confección de expediente, solicitud habilitación ocupación del dominio público del ferrocarril - IES Ugao BHi de Ugao Miraballes;Servicios;ADMINISTRADOR INFRAESTRUCTURAS FERROVIAR;1466;04/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;180/16334_00000000000000000000001;Impartición Módulo atención ante emergencias XXV Promoción;Servicios;IMANOL ANDONEGUI MAEZTU;3360;04/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;24/16334_00000000000000000000001;GASTO DE AGUA Y ALCANTARILLADO;Suministros;AYUNTAMIENTO DE VITORIA-GASTEIZ;100000;04/01/2016
Ejecución;Gobierno Vasco;Hacienda y Finanzas;KM/2016/040/AURREK327_00000000000000000000001;Redacción de memoria de coordinación de seguridad y salud en los trabajos de reparación de urbanización de Lakua;Servicios;Manuel Sainz López;1785;04/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;112/16334_00000000000000000000001;SUMINISTRO DE  PRODUCTOS DE LIMPIEZA;Suministros;JUPER BI, S.L.;5000;04/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;54/16334_00000000000000000000001;MANTENIMIENTO INTEGRAL FRIO;Servicios;DOMINGO TRIVIÑO MENDOZA;9000;04/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;B-059/10-adif.2328_00000000000000000000001;IES-a BHI-a Ugao - ( Ugao-Miravalles ) -vigilancia e inspección de obra por ocupación del dominio público del ferrocarril -;Servicios;ADMINISTRADOR INFRAESTRUCTURAS FERROVIAR;2814;04/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;16/09 GAZTERIA328_00000000000000000000001;SEGURO DE VIAJES PARA LOS TITULARES DE LA TARJETA GAZTE TXARTELA/CARNÉ JOVEN;Privados;CASER SEGUROS, S.A.;15392;04/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;CPT-2016-MEDIKOSTA328_00000000000000000000001;REALIZACIÓN DE ANÁLISIS CLÍNICOS A DEPORTISTAS DE ALTO NIVEL EN EL 2016;Servicios;LABORATORIO ANALISIS CLINICOS VIRGEN DE BEGOÑA, S.L.;15692;04/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;CPT-2016-IZA328_00000000000000000000001;TRABAJOS DE MANTENIMIENTO DEL CENTRO DE PERFECCIONAMIENTO TÉCNICO DE GETXO (BASQUE TEAM) EN EL 2016: ELEVADORES;Servicios;IZA ASCENSORES, S.L.;5752;04/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;CPT-2016-INSEKOR328_00000000000000000000001;TRABAJOS DE MANTENIMIENTO TÉCNICO DE GETXO (BASQUE TEAM) EN EL 2016: EQUIPAMIENTO CONTRA INCENDIOS;Servicios;INSEKOR, S.A.;1931;04/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;CPT-2016-KLIMA FADURA328_00000000000000000000001;TRABAJOS DE MANTENIMIENTO DEL CENTRO DE PERFECCIONAMIENTO TÉCNICO (BASQUE TEAM) EN EL 2016: MANTENIMIENTO ORDINARIO (Calefacción, electricidad, gas, agua);Servicios;Izalde, 1     48992   GETXO;9416;04/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;112/16 -01334_00000000000000000000001;SUMINISTRO DE PRODUCTOS DE LIMPIEZA;Suministros;EXCLUSIVAS DE QUIMICOS Y SERVICIOS (QUISER)  S. L.;10000;04/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;108/16334_00000000000000000000001;SUMINISTROS QUIMICOS DE FONTANERIA;Suministros;INTEMAN;9000;04/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;109/16334_00000000000000000000001;SUMINISTRO MATERIALES PARA CALEFACCION;Suministros;UTE CONSERVACION ARKAUTE;18000;04/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;KIROLAK 2016/016328_00000000000000000000001;Organización de la décima edición de la Gala Internacional de Gimnasia Rítmica (EUSKALGYM 2015);Servicios;FEDERACION VASCA DE GIMNASIA;12100;04/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;70/16334_00000000000000000000001;MANTENIMIENTO PUERTAS AUTOMATICAS;Servicios;PUERTAS AUTOMÁTICAS PORTIS, S.L.;6000;04/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;107/16334_00000000000000000000001;SUMINISTRO DE MATERIALES PARA INSTALACIONES ELECTRICAS;Suministros;ALMACENES ELÉCTRICOS VITORIA, S.A.;10000;04/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;148/16334_00000000000000000000001;SUMINISTRO E INSTALACION DE DISPENSADORES DE TICKETS;Suministros;SISTEMAS TECNICOS DE COBRO, S.L.;17001;04/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;58/16334_00000000000000000000001;MANTENIMIENTO CENTRAL DE INCENDIOS + EXTINTORES;Servicios;INGENIERÍA DE SEGURIDAD DE VITORIA Y ALAVA, S.L.U.;21000;04/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;106/16334_00000000000000000000001;SUMINISTRO DE LUMINARIAS DE GRAN EFICIENCIA;Suministros;ALMACENES ELECTRICOS RAMIREZ, S.L.;10000;04/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;CPT-2016-002328_00000000000000000000001;SUSCRIPCIÓN A REVISTAS MEDICO-DEPORTIVAS EN EL AÑO 2016;Suministros;Alda. Urquijo, 35  48919  BILBAO;4301;04/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;CPT-2016-PARASITEC328_00000000000000000000001;TRABAJOS DE MANTENIMIENTO DEL CENTRO DE PERFECCIONAMIENTO TÉCNICO DE GETXO (BASQUE TEAM) EN EL 2016: DESINFECCIÓN;Servicios;Berezikoetxe, 3   48960  GALDAKAO;5145;04/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;53/16334_00000000000000000000001;Servicio de mantenimiento de ascensores;Servicios;ZARDOYA OTIS, S.A.;7440;04/01/2016
Ejecución;Gobierno Vasco;Administración Pública y Justicia;M-015/2016 DAPJ324_00000000000000000000001;Mantenimiento de contenedores higiénico-sanitarios y bacteriostáticos instalados en los edificios judiciales de Bizkaia;Servicios;EUROPEA SERVICIOS HIGIENE EURO SERVHI SA;4000;04/01/2016
Ejecución;EJIE, S.A. - Sociedad Informática del Gobierno Vasco;EJIE-Sociedad Informática del Gobierno Vasco;062/2015181_00000000000000000000001;Contratación de los servicios de migración de las aplicaciones del sistema de bases electorales. EXPEDIENTE PREPARADO EXCLUSIVAMENTE PARA LICITACIÓN ELECTRÓNICA.;Servicios;Bilbomatica, S.A. - Ibermática, S.A. - GFI Norte - UTE;374107;04/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;KIROLAK 2016/001328_00000000000000000000001;COMPRA DE DISPOSITIVOS USB (100 años. Selección Vasca de Fútbol. 1915-2015);Suministros;KDENETARIK PRODUKZIOAK SL;3001;04/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;KIROLAK 2016/004328_00000000000000000000001;"GESTIÓN Y SUPERVISIÓN DE LOS CONTENIDOS DE LA WEB MUGIBILI (Proyecto MUGIMENT: fomento de la actividad física, proyecto estructurado en ocho estrategias; Estrategia MUGIBILI: fomento de la actividad de caminar).";Servicios;ALBERTO MELLA GARATE;21779;04/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;KIROLAK 2016/015328_00000000000000000000001;Antidopin-kontrolen laginak jasotzea;Servicios;CENTRO DE RECUPERACIÓN Y MEDICINA DEL DEPORTE, SL;17850;04/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-25-16328_00000000000000000000001;TRABAJOS DE MANTENIMIENTO DEL ARCHIVO HISTÓRICO DE EUSKADI EN EL 2016:  ELEVADORES;Servicios;ORONA, S. COOP.;6660;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;102/16334_00000000000000000000001;Suministro toner para impresoras;Suministros;ALMACENES CAYPE, S.A.;15000;02/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-37-16328_00000000000000000000001;ARCHIVO HISTÓRICO DE ÁLAVA (AHA): LIMPIEZA DEL SUELO INFERIOR DE LAS TERRAZAS;Servicios;LIMPIEZAS HELIOS KRIOGEIA, S.L.;3470;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;20/16334_00000000000000000000001;ACCESO A ENERGIA ELECTRICA;Suministros;IBERDROLA DISTRIBUCIÓN ELÉCTRICA;190000;02/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-14-16328_00000000000000000000001;TRABAJOS DE MANTENIMIENTO DEL ARCHIVO HISTÓRICO DE GIPUZKOA EN EL 2016: GRUPUO ELECTRÓGENO;Servicios;GRUPOS ELECTRÓGENOS DEL NORTE, S.L.;3178;02/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-23-16328_00000000000000000000001;TRABAJOS DE MANTENIMIENTO DEL ARCHIVO HISTÓRICO DE BIZKAIA EN EL 2016: SISTEMA DE SEGURIDAD;Servicios;INGENIERÍA DE SEGURIDAD DE VITORIA Y ALAVA, S.L.U.;1977;02/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-18-16328_00000000000000000000001;TRABAJOS DE MANTENIMIENTO DEL ARCHIVO HISTÓRICO DE BIZKAIA EN EL 2016: BOMBA DE CALOR;Servicios;CARRIER ESPAÑA, S.L.;8374;02/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-21-16328_00000000000000000000001;TRABAJOS DE MANTENIMIENTO DEL ARCHIVO HISTÓRICO DE BIZKAIA EN EL 2016: ELEVADORES;Servicios;ZARDOYA OTIS, S.A.;3242;02/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-16-16328_00000000000000000000001;TRABAJOS DE MANTENIMIENTO DEL ARCHIVO HISTÓRICO DE GIPUZKOA EN EL 2016: SISTEMA DE SEGURIDAD;Servicios;INGENIERÍA DE SEGURIDAD DE VITORIA Y ALAVA, S.L.U.;2981;02/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-09-16328_00000000000000000000001;TRABAJOS DE MANTENIMIENTO DEL ARCHIVO HISTÓRICO DE ÁLAVA EN EL 2016: SISTEMA DE SEGURIDAD;Servicios;INGENIERÍA DE SEGURIDAD DE VITORIA Y ALAVA, S.L.U.;2468;02/01/2016
Ejecución;Gobierno Vasco;Academia Vasca de Policía y Emergencias;105/16334_00000000000000000000001;Suministro vestuario laborales;Suministros;LABORAL JUDIMENDI, S.L.;7500;02/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-05-16328_00000000000000000000001;TRABAJOS DE MANTENIMIENTO DEL ARCHIVO HISTÓRICO DE ÁLAVA EN EL 2016: ELEVADORES;Servicios;ELECTRA VITORIA, S. COOP.;10627;02/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-22-16328_00000000000000000000001;TRABAJOS DE MANTENIMIENTO DEL ARCHIVO HISTÓRICO DE BIZKAIA EN EL 2016: CLIMATIZACIÓN;Servicios;Sertec, S.L.;1963;02/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-32-16328_00000000000000000000001;ESTABLECIMIENTO DE LOS PEAJES DE ACCESO A LAS REDES DE TRANSPORTE Y DISTRIBUCION ELÉCTRICAS EN EL ARCHIVO HISTÓRICO DE EUSKADI;Suministros;IBERDROLA DISTRIBUCIÓN ELÉCTRICA;38000;02/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-11-16328_00000000000000000000001;Trabajos de mantenimiento en el Archivo Histórico de Gipuzkoa en el 2016: instalación eléctrica;Servicios;ZELAIA, YOKIN;7394;02/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-24-16328_00000000000000000000001;TRABAJOS DE MANTENIMIENTO DEL ARCHIVO HISTÓRICO DE EUSKADI EN EL 2016: INSTALACIÓN CONTRA INCENDIOS;Servicios;SEGURMA, S.A.;6107;02/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-10-16328_00000000000000000000001;TRABAJOS DE MANTENIMIENTO DEL ARCHIVO HISTÓRICO DE GIPUZKOA EN EL 2016: CLIMATIZACIÓN;Servicios;TECMAN SERVICIOS DE VALOR AÑADIDO, S.L.;6494;02/01/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;DPC-04-16328_00000000000000000000001;TRABAJOS DE MANTENIMIENTO DEL ARCHIVO HISTÓRICO DE ÁLAVA EN EL 2016: CLIMATIZACIÓN;Servicios;GIROA, S.A.;12649;02/01/2016
